name,alt_name,ra,dec,vmag,class
HR 6688,32Xi  Dra,268.3820833,56.87280556,3.75,STAR K2III
HR 3614,,136.0387916,-47.0978055,3.75,STAR K2III
HR 1612,8Zet Aur,75.61958333,41.07580556,3.75,STAR K4II
HR 8430,24Iot Peg,331.7529166,25.345,3.76,STAR F5V
HR 6229,Eta Ara,252.4462083,-59.0413888,3.76,STAR K5III
HR 834,15Eta Per,42.67420833,55.89561111,3.76,STAR K3I
HR 8254,Nu  Oct,325.3687083,-77.39,3.76,STAR K0III
HR 1373,61Del1Tau,65.73370833,17.5425,3.76,STAR K0III
HR 1922,Bet Dor,83.40620833,-62.4896944,3.76,STAR F6I
HR 7906,9Alp Del,309.9095833,15.91188889,3.77,STAR B9IV
HR 7950,2Eps Aqr,311.9192083,-9.49580556,3.77,STAR A1V
HR 1135,41Nu  Per,56.29829167,42.57861111,3.77,STAR F5II
HR 3347,Bet Vol,126.4342083,-66.1368888,3.77,STAR K1III
HR 7217,39Omi Sgr,286.1707916,-21.7416944,3.77,STAR G9III
HR 7328,1Kap Cyg,289.2757916,53.36861111,3.77,STAR G9III
HR 8585,7Alp Lac,337.8229166,50.2825,3.77,STAR A1V
HR 4257,,163.3732916,-58.8533055,3.78,STAR K1III
HR 2736,Gam2Vol,107.1870833,-70.4988888,3.78,STAR K0III
HR 7420,10Iot2Cyg,292.4262083,51.72969444,3.79,STAR A5V
HR 7735,31    Cyg,303.4079166,46.74138889,3.79,STAR K2II
HR 2821,60Iot Gem,111.4317083,27.79811111,3.79,STAR G9III
HR 2650,43Zet Gem,106.0270833,20.57030556,3.79,STAR F7I
HR 5789,13Del Ser,233.7004166,10.53919444,3.8,STAR F0IV
HR 941,27Kap Per,47.37420833,44.85719444,3.8,STAR K0III
HR 5788,13Del Ser,233.7004166,10.5375,3.8,STAR F0IV
HR 6588,85Iot Her,264.8662083,46.00638889,3.8,STAR B3IV
HR 3888,29Ups UMa,147.7475,59.03861111,3.8,STAR F2IV
HR 4058,41Gam2Leo,154.9942083,19.84061111,3.8,STAR G7III
HR 4094,42Mu  Hya,156.5225,-16.8363888,3.81,STAR K4III
HR 1931,48Sig Ori,84.68670833,-2.6,3.81,STAR O9V
HR 2035,15Del Lep,87.83041667,-20.8791944,3.81,STAR K0III
HR 4114,,156.9695833,-58.7393888,3.82,STAR F2II
HR 8961,16Lam And,354.3912083,46.45811111,3.82,STAR G8III
HR 7536,7Del Sge,296.8470833,18.53419444,3.82,STAR M2II
HR 1464,52Ups2Eri,68.8875,-30.5621944,3.82,STAR G8III
HR 3690,38    Lyn,139.7112083,36.8025,3.82,STAR A3V
HR 6149,10Lam Oph,247.7282916,1.98388889,3.82,STAR A0V
HR 6779,103Omi Her,271.8857916,28.7625,3.83,STAR B9V
HR 5248,Phi Cen,209.5679166,-42.1008055,3.83,STAR B2IV
HR 4247,46    LMi,163.3279166,34.215,3.83,STAR K0III
HR 1131,38Omi Per,56.07958333,32.28830556,3.83,STAR B1III
HR 5470,Alp Aps,221.965,-79.0446944,3.83,STAR K3III
HR 7582,63Eps Dra,297.0432916,70.26780556,3.83,STAR G7III
HR 6895,109    Her,275.9245833,21.76969444,3.84,STAR K2III
HR 3571,,133.7617083,-60.6446944,3.84,STAR B8II
HR 4167,,159.3254166,-48.2258055,3.84,STAR F4IV
HR 8518,48Gam Aqr,335.4142083,-1.38719444,3.84,STAR A0V
HR 1411,77The1Tau,67.14379167,15.96219444,3.84,STAR K0III
HR 3445,,130.1567083,-46.6488888,3.84,STAR F3I
HR 4434,1Lam Dra,172.8507916,69.33111111,3.84,STAR M0III
HR 5849,8Gam CrB,235.6857916,26.29561111,3.84,STAR B9IV
HR 2296,Del Col,95.52829167,-33.4363888,3.85,STAR G7II
HR 2749,28Ome CMa,108.7029166,-26.7728055,3.85,STAR B2IV
HR 5933,41Gam Ser,239.1132916,15.66169444,3.85,STAR F6V
HR 6973,Alp Sct,278.8017083,-8.24419444,3.85,STAR K3III
HR 4133,47Rho Leo,158.2029166,9.30669444,3.85,STAR B1I
HR 1175,Bet Ret,56.05,-64.8068888,3.85,STAR K2III
HR 2020,Bet Pic,86.82129167,-51.0663888,3.85,STAR A5V
HR 6030,Del TrA,243.8595833,-63.6856111,3.85,STAR G2I
HR 4023,,153.6842083,-42.1218888,3.85,STAR A2V
HR 4802,Tau Cen,189.4257916,-48.5411111,3.86,STAR A2V
HR 1326,Alp Hor,63.50041667,-42.2943888,3.86,STAR K1III
HR 6812,13Mu  Sgr,273.4407916,-21.0588888,3.86,STAR B8I
HR 6695,91The Her,269.0632916,37.25061111,3.86,STAR K1II
HR 1481,53    Eri,69.545,-14.3038888,3.87,STAR K2III
HR 5646,Kap1Lup,227.9837083,-48.7378055,3.87,STAR B9V
HR 963,Alp For,48.01791667,-28.9868888,3.87,STAR F8V
HR 269,37Mu  And,14.18829167,38.49938889,3.87,STAR A5V
HR 5249,Ups1Cen,209.67,-44.8036111,3.87,STAR B2IV
HR 1862,Eps Col,82.80291667,-35.4706111,3.87,STAR K1III
HR 2580,16Omi1CMa,103.5329166,-24.1838888,3.87,STAR K2I
HR 1149,20    Tau,56.45670833,24.36780556,3.87,STAR B8III
HR 4773,Gam Mus,188.1167083,-72.1331111,3.87,STAR B5V
HR 4787,5Kap Dra,188.3707916,69.78830556,3.87,STAR B6III
HR 5928,5Rho Sco,239.2212916,-29.2141944,3.88,STAR B2IV
HR 3905,24Mu  Leo,148.1907916,26.00688889,3.88,STAR K2III
HR 5089,,202.7612083,-39.4075,3.88,STAR G9I
HR 25,Eps Phe,2.35291667,-45.7475,3.88,STAR K0III
HR 3665,22The Hya,138.5912083,2.31419444,3.88,STAR B9V
HR 5487,107Mu  Vir,220.765,-5.65830556,3.88,STAR F2III
HR 4390,Pi  Cen,170.2517083,-54.4911111,3.89,STAR B5V
HR 6092,22Tau Her,244.935,46.31330556,3.89,STAR B5IV
HR 4689,15Eta Vir,184.9767083,-0.66688889,3.89,STAR A2IV
HR 7615,21Eta Cyg,299.0767083,35.08330556,3.89,STAR K0III
HR 6102,Gam Aps,248.3625,-78.8971944,3.89,STAR G8III
HR 874,3Eta Eri,44.10708333,-8.89811111,3.89,STAR K1III
HR 7570,55Eta Aql,298.1182916,1.00561111,3.9,STAR F6I
HR 3314,,126.415,-3.90638889,3.9,STAR A0V
HR 8820,Iot Gru,347.59,-45.2466944,3.9,STAR K1III
HR 4743,Sig Cen,187.01,-50.2306111,3.91,STAR B2V
HR 3487,,131.5070833,-46.0416944,3.91,STAR A1III
HR 3845,35Iot Hya,144.9642083,-1.14280556,3.91,STAR K2III
HR 1251,38Nu  Tau,60.78920833,5.98919444,3.91,STAR A1V
HR 5787,38Gam Lib,233.8817083,-14.7893888,3.91,STAR G8III
HR 4337,,167.1475,-58.975,3.91,STAR G4I
HR 8131,8Alp Equ,318.9557916,5.24780556,3.92,STAR G0III
HR 6324,58Eps Her,255.0725,30.92638889,3.92,STAR A0V
HR 338,Zet Phe,17.09629167,-55.2458055,3.92,STAR B6V
HR 2970,26Alp Mon,115.3117083,-9.55111111,3.93,STAR K0III
HR 7340,44Rho1Sgr,290.4182916,-17.8471944,3.93,STAR F0IV
HR 1463,48Nu  Eri,69.07958333,-3.3525,3.93,STAR B2III
HR 8028,58Nu  Cyg,314.2932916,41.16719444,3.94,STAR A1V
HR 3461,47Del Cnc,131.1712083,18.15419444,3.94,STAR K0III
HR 100,Kap Phe,6.55079167,-43.68,3.94,STAR A7V
HR 4399,78Iot Leo,170.9812083,10.52919444,3.94,STAR F4IV
HR 440,Del Phe,22.81291667,-49.0728055,3.95,STAR K0III
HR 854,18Tau Per,43.56458333,52.7625,3.95,STAR G4III
HR 2429,7Nu 2CMa,99.17079167,-19.2558055,3.95,STAR K1III
HR 3024,Zet Vol,115.455,-72.6061111,3.95,STAR K0III
HR 8667,47Lam Peg,341.6329166,23.56561111,3.95,STAR G8III
HR 5055,79Zet UMa,200.985,54.92169444,3.95,STAR A1
HR 5883,5Chi Lup,237.7395833,-33.6271944,3.95,STAR B9IV
HR 2538,13Kap CMa,102.4604166,-32.5086111,3.96,STAR B1IV
HR 2120,Eta Col,89.78670833,-42.8153055,3.96,STAR K0III
HR 2996,3    Pup,115.9520833,-28.9546944,3.96,STAR A2I
HR 1393,43    Eri,66.00920833,-34.0168888,3.96,STAR K4III
HR 7590,Eps Pav,300.1479166,-72.9106111,3.96,STAR A0V
HR 5993,9Ome1Sco,241.7017083,-20.6691944,3.96,STAR B1V
HR 4638,Rho Cen,182.9129166,-52.3686111,3.96,STAR B3V
HR 8892,98    Aqr,350.7425,-20.1006111,3.97,STAR K0III
HR 3663,,137.8192083,-62.3171944,3.97,STAR B3III
HR 3579,,135.16,41.78280556,3.97,STAR F5V
HR 3438,Bet Pyx,130.0257916,-35.3083055,3.97,STAR G7I
HR 6714,67    Oph,270.1612916,2.93169444,3.97,STAR B5I
HR 7348,Alp Sgr,290.9717083,-40.6161111,3.97,STAR B8V
HR 2012,32Nu  Aur,87.8725,39.14861111,3.97,STAR G9III
HR 8556,Del1Gru,337.3175,-43.4956111,3.97,STAR G6III
HR 2803,Del Vol,109.2075,-67.9571944,3.98,STAR F6II
HR 7751,32    Cyg,303.8679166,47.71438889,3.98,STAR K3I
HR 2227,5Gam Mon,93.71379167,-6.27469444,3.98,STAR K1III
HR 580,50    Cas,30.85870833,72.42138889,3.98,STAR A2V
HR 8848,Gam Tuc,349.3575,-58.2358055,3.99,STAR F1III
HR 3615,Alp Vol,135.6117083,-66.3961111,4.0,STAR A2IV
HR 4102,,156.0987916,-74.0316944,4.0,STAR F2IV
HR 868,,43.47041667,-49.8903055,4.0,STAR M7III
HR 5471,,220.49,-37.7936111,4.0,STAR B3V
HR 585,59Ups Cet,30.00120833,-21.0778055,4.0,STAR M0III
HR 6982,Zet Pav,280.7587916,-71.4281111,4.01,STAR K0III
HR 664,9Gam Tri,34.32879167,33.84719444,4.01,STAR A1V
HR 5062,80    UMa,201.3062083,54.98811111,4.01,STAR A5V
HR 6027,14Nu  Sco,242.9987083,-19.4606111,4.01,STAR B3V
HR 9072,28Ome Psc,359.8279166,6.86330556,4.01,STAR F4IV
HR 5986,13The Dra,240.4720833,58.56530556,4.01,STAR F8IV
HR 7834,41    Cyg,307.3487916,30.36861111,4.01,STAR F5II
HR 8679,71Tau2Aqr,342.3979166,-13.5925,4.01,STAR M0III
HR 7337,Bet1Sgr,290.6595833,-44.4588888,4.01,STAR B9V
HR 3518,Gam Pyx,132.6329166,-27.71,4.01,STAR K3III
HR 7176,13Eps Aql,284.9057916,15.06830556,4.02,STAR K1III
HR 6072,Gam2Nor,244.96,-50.1556111,4.02,STAR G8III
HR 1520,57Mu  Eri,71.37541667,-3.25469444,4.02,STAR B5IV
HR 7193,12    Aql,285.42,-5.73888889,4.02,STAR K1III
HR 3475,48Iot Cnc,131.6742083,28.76,4.02,STAR G7III
HR 8252,73Rho Cyg,323.4954166,45.59188889,4.02,STAR G8III
HR 8597,62Eta Aqr,338.8392083,-0.1175,4.02,STAR B9IV
HR 4623,1Alp Crv,182.1032916,-24.7288888,4.02,STAR F2III
HR 6752,70    Oph,271.3637083,2.49938889,4.03,STAR K0V
HR 7852,2Eps Del,308.3032916,11.30330556,4.03,STAR B6III
HR 1603,10Bet Cam,75.85458333,60.44219444,4.03,STAR G1I
HR 4898,Mu 1Cru,193.6482916,-57.1778055,4.03,STAR B2IV
HR 4517,3Nu  Vir,176.465,6.52938889,4.03,STAR M1III
HR 1273,48    Per,62.16541667,47.7125,4.04,STAR B3V
HR 1228,46Xi  Per,59.74120833,35.79111111,4.04,STAR O7III
HR 1298,38Omi1Eri,62.96629167,-6.8375,4.04,STAR F2II
HR 7157,13    Lyr,283.8337083,43.94611111,4.04,STAR M5III
HR 4679,Zet Cru,184.6087083,-64.0031111,4.04,STAR B2V
HR 5485,,220.9142083,-35.1736111,4.05,STAR K3III
HR 5404,23The Boo,216.2992083,51.85080556,4.05,STAR F7V
HR 937,Iot Per,47.26670833,49.61330556,4.05,STAR G0V
HR 4386,77Sig Leo,170.2842083,6.02938889,4.05,STAR B9V
HR 5367,Psi Cen,215.1392083,-37.8853055,4.05,STAR A0IV
HR 5453,Rho Lup,219.4717083,-49.4258055,4.05,STAR B5V
HR 5626,Lam Lup,227.2107916,-45.2796944,4.05,STAR B3V
HR 6295,Eps1Ara,254.8962916,-53.1606111,4.06,STAR K4III
HR 2905,69Ups Gem,113.9804166,26.89580556,4.06,STAR M0III
HR 215,34Zet And,11.83458333,24.26719444,4.06,STAR K1II
HR 2574,14The CMa,103.5475,-12.0386111,4.07,STAR K4III
HR 3318,Alp Cha,124.6317083,-76.9196944,4.07,STAR F5III
HR 3477,,131.1,-42.6491944,4.07,STAR G5III
HR 8075,23The Cap,316.4867083,-17.2328055,4.07,STAR A1V
HR 1580,9Omi2Ori,74.09291667,13.51438889,4.07,STAR K2III
HR 5200,5Ups Boo,207.3692083,15.79780556,4.07,STAR K5III
HR 496,Phi Per,25.915,50.68861111,4.07,STAR B2V
HR 779,82Del Cet,39.87079167,-0.32861111,4.07,STAR B2IV
HR 5670,Bet Cir,229.3782916,-58.8011111,4.07,STAR A3V
HR 4287,7Alp Crt,164.9437916,-18.2988888,4.08,STAR K0III
HR 8316,Mu  Cep,325.8767083,58.78,4.08,STAR M2I
HR 4405,15Gam Crt,171.2204166,-17.6838888,4.08,STAR A5V
HR 3825,,143.6112916,-59.2293888,4.08,STAR B5II
HR 8173,1    Peg,320.5217083,19.80438889,4.08,STAR K1III
HR 5338,99Iot Vir,214.0037916,-6.00061111,4.08,STAR F6III
HR 1907,40Phi2Ori,84.22620833,9.29061111,4.09,STAR K0III
HR 705,Del Hyi,35.43708333,-68.6593888,4.09,STAR A3V
HR 919,11Tau3Eri,45.59791667,-23.6243888,4.09,STAR A4IV
HR 458,50Ups And,24.19920833,41.40561111,4.09,STAR F8V
HR 5879,35Kap Ser,237.185,18.14169444,4.09,STAR M0III
HR 794,Iot Eri,40.16670833,-39.8556111,4.11,STAR K0III
HR 1066,5    Tau,52.71829167,12.93669444,4.11,STAR K0II
HR 4522,,176.6282916,-61.1783055,4.11,STAR G5I
HR 4174,Gam Cha,158.8670833,-78.6078055,4.11,STAR M0III
HR 7254,Alp CrA,287.3679166,-37.9043888,4.11,STAR A2V
HR 7259,Bet CrA,287.5070833,-39.3408055,4.11,STAR K0II
HR 4671,Eps Mus,184.3920833,-67.9608055,4.11,STAR M5III
HR 7980,18Ome Cap,312.9554166,-26.9191944,4.11,STAR M0III
HR 8560,Del2Gru,337.4395833,-43.7493888,4.11,STAR M4III
HR 3055,,117.3095833,-46.3733055,4.11,STAR B0III
HR 806,Eps Hyi,39.8975,-68.2668888,4.11,STAR B9V
HR 5771,Eps TrA,234.18,-66.3168888,4.11,STAR K1III
HR 2124,61Mu  Ori,90.59579167,9.6475,4.12,STAR A2V
HR 3903,39Ups1Hya,147.8695833,-14.8466944,4.12,STAR G7III
HR 799,13The Per,41.05,49.22830556,4.12,STAR F8V
HR 2657,23Gam CMa,105.9395833,-15.6333055,4.12,STAR B8II
HR 4608,9Omi Vir,181.3020833,8.73311111,4.12,STAR G8III
HR 8747,Zet Gru,345.22,-52.7541944,4.12,STAR G8III
HR 8315,10Kap Peg,326.1612916,25.645,4.13,STAR F5IV
HR 8969,17Iot Psc,354.9875,5.62638889,4.13,STAR F7V
HR 7581,Iot Sgr,298.8154166,-41.8683055,4.13,STAR K0II
HR 6905,Zet Tel,277.2079166,-49.0708055,4.13,STAR G8III
HR 8498,1    Lac,333.9925,37.74888889,4.13,STAR K3II
HR 1784,29    Ori,80.98670833,-7.80811111,4.14,STAR G8III
HR 5778,4The CrB,233.2325,31.35919444,4.14,STAR B6V
HR 7936,16Psi Cap,311.5237083,-25.2708055,4.14,STAR F4V
HR 8976,19Kap And,355.1020833,44.33388889,4.14,STAR B9IV
HR 3426,,129.4112916,-42.9891944,4.14,STAR A6II
HR 1303,51Mu  Per,63.72458333,48.40938889,4.14,STAR G0I
HR 5947,13Eps CrB,239.3970833,26.87780556,4.15,STAR K2III
HR 8630,Bet Oct,341.5137916,-81.3816944,4.15,STAR A9IV
HR 2714,22Del Mon,107.9662083,-0.49280556,4.15,STAR A2V
HR 5908,46The Lib,238.4562916,-16.7293888,4.15,STAR G8III
HR 2343,18Nu  Gem,97.24079167,20.21219444,4.15,STAR B6III
HR 4616,Eta Cru,181.7204166,-64.6136111,4.15,STAR F2III
HR 6166,,249.0937916,-35.2556111,4.16,STAR K6III
HR 130,15Kap Cas,8.25,62.93169444,4.16,STAR B1I
HR 8499,43The Aqr,334.2082916,-7.78330556,4.16,STAR G8III
HR 2134,1    Gem,91.03,23.26330556,4.16,STAR G7III
HR 3410,4Del Hya,129.4142083,5.70361111,4.16,STAR A1V
HR 8628,18Eps PsA,340.1642083,-27.0436111,4.17,STAR B8V
HR 6486,44    Oph,261.5925,-24.1753055,4.17,STAR A3
HR 1195,,57.36379167,-36.2003055,4.17,STAR G9II
HR 2852,62Rho Gem,112.2779166,31.78438889,4.18,STAR F0V
HR 1156,23    Tau,56.58170833,23.94830556,4.18,STAR B6IV
HR 5351,19Lam Boo,214.0957916,46.08830556,4.18,STAR A0
HR 5315,98Kap Vir,213.2242083,-10.2736111,4.19,STAR K2III
HR 7061,110    Her,281.4154166,20.54638889,4.19,STAR F6V
HR 8665,46Xi  Peg,341.6732916,12.17280556,4.19,STAR F6III
HR 5192,2    Cen,207.3612916,-34.4508055,4.19,STAR M4III
HR 8494,23Eps Cep,333.7582916,57.04361111,4.19,STAR F0IV
HR 1839,32    Ori,82.69629167,5.94811111,4.2,STAR B5V
HR 3102,11    Pup,119.2145833,-22.88,4.2,STAR F7II
HR 6168,35Sig Her,248.5257916,42.43688889,4.2,STAR B9V
HR 8841,91Psi1Aqr,348.9729166,-9.08780556,4.21,STAR K0III
HR 8720,23Del PsA,343.9870833,-32.5396944,4.21,STAR G8III
HR 1949,50Zet Ori,85.19,-1.94280556,4.21,STAR B0III
HR 1035,,52.26708333,59.94030556,4.21,STAR B9I
HR 4100,31Bet LMi,156.9707916,36.70719444,4.21,STAR G9III
HR 1387,65Kap1Tau,66.34208333,22.29388889,4.22,STAR A7IV
HR 7850,2The Cep,307.3954166,62.99419444,4.22,STAR A7III
HR 6920,43Phi Dra,275.1895833,71.33780556,4.22,STAR A0
HR 8181,Gam Pav,321.6107916,-65.3661111,4.22,STAR F6V
HR 7063,Bet Sct,281.7937916,-4.74780556,4.22,STAR G4II
HR 8834,90Phi Aqr,348.5807916,-6.04888889,4.22,STAR M1III
HR 7942,52    Cyg,311.4154166,30.71969444,4.22,STAR G9III
HR 7074,Lam Pav,283.0542083,-62.1875,4.22,STAR B2II
HR 5987,The Lup,241.6479166,-36.8021944,4.23,STAR B2V
HR 6143,,247.8454166,-34.7043888,4.23,STAR B2III
HR 6322,22Eps UMi,251.4920833,82.03719444,4.23,STAR G5III
HR 77,Zet Tuc,5.01791667,-64.8746944,4.23,STAR F9V
HR 1087,37Psi Per,54.1225,48.19280556,4.23,STAR B5V
HR 8143,67Sig Cyg,319.3542083,39.39469444,4.23,STAR B9I
HR 7564,Chi Cyg,297.6412083,32.91419444,4.23,STAR
HR 1173,27Tau6Eri,56.71208333,-23.2496944,4.23,STAR F3III
HR 8335,81Pi 2Cyg,326.6982916,49.30938889,4.23,STAR B3III
HR 5168,1    Cen,206.4217083,-33.0438888,4.23,STAR F3IV
HR 840,16    Per,42.64629167,38.31861111,4.23,STAR F2III
HR 3090,,118.3257916,-48.1031111,4.24,STAR B0I
HR 6163,Bet Aps,250.7692083,-77.5175,4.24,STAR K0III
HR 7747,5Alp1Cap,304.4120833,-12.5083055,4.24,STAR G3I
HR 1338,Gam Dor,64.00670833,-51.4866944,4.25,STAR F4III
HR 1454,58    Per,69.1725,41.26469444,4.25,STAR K4III
HR 285,,17.18629167,86.25688889,4.25,STAR K2II
HR 335,42Phi And,17.37579167,47.24188889,4.25,STAR B7V
HR 3275,31    Lyn,125.7087083,43.18811111,4.25,STAR K4III
HR 5430,5    UMi,216.8812916,75.69611111,4.25,STAR K4III
HR 721,Kap Eri,36.74629167,-47.7038888,4.25,STAR B5IV
HR 811,89Pi  Cet,41.03079167,-13.8586111,4.25,STAR B7V
HR 4104,Alp Ant,156.7879166,-31.0678055,4.25,STAR K4III
HR 3572,65Alp Cnc,134.6217083,11.85780556,4.25,STAR A5
HR 1458,88    Tau,68.91370833,10.16080556,4.25,STAR A5
HR 4983,43Bet Com,197.9682916,27.87811111,4.26,STAR F9V
HR 4674,Bet Cha,184.5862083,-79.3121944,4.26,STAR B5V
HR 510,110Omi Psc,26.34829167,9.15780556,4.26,STAR G8III
HR 6581,56Omi Ser,265.3537916,-12.8753055,4.26,STAR A2V
HR 5264,93Tau Vir,210.4117083,1.54438889,4.26,STAR A3V
HR 2091,35Pi  Aur,89.98370833,45.93688889,4.26,STAR M3II
HR 6023,11Phi Her,242.1925,44.935,4.26,STAR B9
HR 4785,8Bet CVn,188.4354166,41.3575,4.26,STAR G0V
HR 1679,69Lam Eri,77.28670833,-8.75419444,4.27,STAR B2IV
HR 3206,Gam1Vel,122.3720833,-47.3458055,4.27,STAR B1IV
HR 5683,Mu  Lup,229.6332916,-47.875,4.27,STAR B8V
HR 1088,19Tau5Eri,53.44708333,-21.6328055,4.27,STAR B8V
HR 8418,33Iot Aqr,331.6092083,-13.8696944,4.27,STAR B9IV
HR 4889,,193.3592083,-40.1788888,4.27,STAR A7III
HR 813,87Mu  Cet,41.23541667,10.11419444,4.27,STAR F0IV
HR 1008,,49.98208333,-43.0696944,4.27,STAR G8V
HR 7948,12Gam2Del,311.6645833,16.12419444,4.27,STAR K1IV
HR 1473,90    Tau,69.53958333,12.51080556,4.27,STAR A6V
HR 4942,Xi 2Cen,196.7275,-49.9061111,4.27,STAR B1V
HR 4552,Bet Hya,178.2275,-33.9081111,4.28,STAR B9III
HR 1101,10    Tau,54.21829167,-0.40169444,4.28,STAR F9IV
HR 8787,The Gru,346.72,-43.5206111,4.28,STAR F5
HR 1392,69Ups Tau,66.57708333,22.81361111,4.28,STAR A8V
HR 294,71Eps Psc,15.73579167,7.89,4.28,STAR K0III
HR 4180,,159.8267083,-55.6033055,4.28,STAR G2I
HR 6147,8Phi Oph,247.7845833,-16.6128055,4.28,STAR G8III
HR 8167,32Iot Cap,320.5617083,-16.8343888,4.28,STAR G7III
HR 1497,94Tau Tau,70.56120833,22.95688889,4.28,STAR B3V
HR 2973,75Sig Gem,115.8279166,28.88361111,4.28,STAR K1III
HR 718,73Xi 2Cet,37.03958333,8.46,4.28,STAR B9III
HR 8916,10The Psc,351.9920833,6.37888889,4.28,STAR K1III
HR 3751,,144.2717083,81.32638889,4.29,STAR K3III
HR 8576,17Bet PsA,337.8762916,-32.3461111,4.29,STAR A0V
HR 8334,10Nu  Cep,326.3620833,61.12080556,4.29,STAR A2I
HR 7343,Bet2Sgr,290.805,-44.7996944,4.29,STAR F2III
HR 8965,17Iot And,354.5342083,43.26811111,4.29,STAR B8V
HR 6546,,264.1367083,-38.6353055,4.29,STAR K0III
HR 6492,45    Oph,261.8387083,-29.8668888,4.29,STAR F5IV
HR 1756,6Lam Lep,79.89379167,-13.1766944,4.29,STAR B0IV
HR 8417,17Xi  Cep,330.9475,64.62780556,4.29,STAR A3V
HR 1389,68Del3Tau,66.3725,17.92811111,4.29,STAR A2IV
HR 8454,29Pi 2Peg,332.4967083,33.17830556,4.29,STAR F5III
HR 1542,9Alp Cam,73.5125,66.34280556,4.29,STAR O9I
HR 1320,49Mu  Tau,63.88379167,8.89219444,4.29,STAR B3IV
HR 1261,47Lam Per,61.64579167,50.35138889,4.29,STAR A0IV
HR 4471,91Ups Leo,174.2370833,-0.82388889,4.3,STAR G8III
HR 1145,19    Tau,56.30208333,24.46719444,4.3,STAR B6IV
HR 7740,33    Cyg,303.3495833,56.56780556,4.3,STAR A3IV
HR 3454,7Eta Hya,130.8062083,3.39861111,4.3,STAR B3V
HR 7139,12Del2Lyr,283.6257916,36.89888889,4.3,STAR M4II
HR 280,Alp Scl,14.65170833,-29.3575,4.31,STAR B7III
HR 4775,8Eta Crv,188.0175,-16.1961111,4.31,STAR F2III
HR 3773,4Lam Leo,142.93,22.96811111,4.31,STAR K5III
HR 5733,51Mu 1Boo,231.1225,37.37719444,4.31,STAR F2IV
HR 5997,10Ome2Sco,241.8512916,-20.8686111,4.32,STAR G3II
HR 7884,71    Aql,309.5845833,-1.10530556,4.32,STAR G7III
HR 3484,12    Hya,131.5937916,-13.5478055,4.32,STAR G8III
HR 2854,4Gam CMi,112.0407916,8.92561111,4.32,STAR K3III
HR 1496,54    Eri,70.11041667,-19.6716944,4.32,STAR M4III
HR 4537,,177.4212083,-63.7883055,4.32,STAR B3V
HR 5903,16Zet UMi,236.0145833,77.79438889,4.32,STAR A3V
HR 5339,Del Oct,216.7287083,-83.6678055,4.32,STAR K2III
HR 5528,Omi Lup,222.91,-43.5756111,4.32,STAR B5IV
HR 5797,Ome Lup,234.5132916,-42.5675,4.33,STAR K4III
HR 4888,,193.2787083,-48.9433055,4.33,STAR K3III
HR 6872,1Kap Lyr,274.9654166,36.06438889,4.33,STAR K2III
HR 3457,,130.1542083,-59.7611111,4.33,STAR B1III
HR 6446,53Nu  Ser,260.2070833,-12.8468888,4.33,STAR A2V
HR 2387,4Xi 1CMa,97.96379167,-23.4183055,4.33,STAR B0IV
HR 596,113Alp Psc,30.51170833,2.76361111,4.33,STAR A0
HR 5358,,215.0812916,-56.3866944,4.33,STAR B6I
HR 4599,The1Cru,180.7562916,-63.3128055,4.33,STAR A0
HR 343,33The Cas,17.77579167,55.14969444,4.33,STAR A7V
HR 8313,9    Peg,326.1279166,17.35,4.34,STAR G5I
HR 8305,9Iot PsA,326.2367083,-33.0258055,4.34,STAR A0V
HR 6498,49Sig Oph,261.6287916,4.14030556,4.34,STAR K2II
HR 5260,Ups2Cen,210.4307916,-45.6036111,4.34,STAR F6II
HR 3188,29Zet Mon,122.1482916,-2.98388889,4.34,STAR G2I
HR 5686,2    Lup,229.4579166,-30.1488888,4.34,STAR G9III
HR 3696,,139.0507916,-57.5413888,4.34,STAR M1III
HR 2219,44Kap Aur,93.84458333,29.49811111,4.35,STAR G8III
HR 898,The2Eri,44.56791667,-40.3043888,4.35,STAR A1V
HR 951,57Del Ari,47.9075,19.72669444,4.35,STAR K2III
HR 3340,The Cha,125.1604166,-77.4843888,4.35,STAR K2III
HR 3223,Eps Vol,121.9825,-68.6171944,4.35,STAR B6IV
HR 6745,Pi  Pav,272.145,-63.6683055,4.35,STAR A7
HR 5396,Tau2Lup,216.545,-45.3793888,4.35,STAR F4IV
HR 2560,15    Lyn,104.3187083,58.4225,4.35,STAR G5III
HR 2015,Del Dor,86.19329167,-65.7356111,4.35,STAR A7V
HR 3836,,144.2067083,-49.3553055,4.35,STAR A5IV
HR 6855,Xi  Pav,275.8067083,-61.4938888,4.36,STAR K4III
HR 7314,21The Lyr,289.0920833,38.13361111,4.36,STAR K0II
HR 3492,13Rho Hya,132.1082916,5.83780556,4.36,STAR A0V
HR 191,Eta Phe,10.83829167,-57.4631111,4.36,STAR A0IV
HR 7056,6Zet1Lyr,281.1932916,37.605,4.36,STAR A4
HR 1256,37    Tau,61.17379167,22.08188889,4.36,STAR K0III
HR 8572,5    Lac,337.3825,47.70688889,4.36,STAR M0II
HR 2106,Gam Col,89.38420833,-35.2833055,4.36,STAR B2IV
HR 1705,4Kap Lep,78.30791667,-12.9413888,4.36,STAR B9V
HR 1544,2Pi 2Ori,72.65291667,8.90030556,4.36,STAR A1V
HR 5285,Chi Cen,211.5117083,-41.1796944,4.36,STAR B2V
